,Country,Year,65-69 years,70-74 years,85+ years,80-84 years,75-79 years,60-64 years,45-49 years,55-59 years,15-19  years,10-14 years,5-9 years,30-34 years,35-39 years,<1 year,50-54 years,20-24 years,40-44 years,1-4 years,25-29 years
666,Latvia,2005,9045,11665,20968,14348,12984,8137,3261.0,6226,308.1,132.6,150.6,1153.0,1794,733.4,5000.0,627.9,2451.0,197.4,817.6
667,Hungary,2005,9090,11675,23042,15712,14370,7253,3367.0,5833,198.8,85.96,71.08,470.4,952.2,588.1,4666.0,269.2,1874.0,115.7,367.2
668,Thailand,2005,6702,9060,34642,14872,11759,4710,2104.0,3486,557.7,281.0,295.5,1561.0,1685,1494,2754.0,749.1,1864.0,244.8,1180.0
669,El Salvador,2005,5584,7946,35794,15391,11765,4402,2055.0,3387,746.7,189.2,136.2,1453.0,1495,2228,2511.0,1279.0,1713.0,385.5,1539.0
670,Tonga,2005,9697,11767,24430,14312,13612,7186,2642.0,5460,313.2,175.1,258.9,788.5,1149,1415,3741.0,457.7,1811.0,245.4,540.4
671,Bangladesh,2005,9508,11786,18594,17048,13068,7647,2066.0,4668,488.0,420.4,616.2,700.1,966,4922,3539.0,526.9,1371.0,1519,546.4
672,Panama,2005,5764,9053,40701,16278,11860,4205,1315.0,2600,342.1,181.8,180.6,645.5,842.7,1991,1703.0,501.7,953.6,342.8,538.4
673,Ukraine,2005,9998,11864,14704,12328,12975,8841,4406.0,7063,379.7,163.6,168.1,1882.0,2562,1294,5735.0,725.5,3411.0,206.4,1295.0
674,Australia,2005,5210,7685,47330,17146,11883,3379,953.9,2103,176.6,49.73,54.42,362.1,446,515.4,1366.0,282.7,653.2,92.91,310.3
675,Lebanon,2005,8333,11959,28010,18258,15945,5738,1456.0,3590,260.6,142.1,149.2,427.9,594.8,1114,2250.0,330.1,909.8,178.6,353.7
676,Croatia,2005,8382,11972,25418,19225,15883,6673,1765.0,3945,252.5,72.64,63.94,412.2,615.4,712.1,2881.0,295.0,949.5,88.14,394.2
677,Costa Rica,2005,5570,7980,46364,15247,12015,3366,1163.0,2259,264.7,117.4,110.6,495.0,552.3,957,1850.0,368.9,765.7,144.6,409.6
678,Bolivia (Plurinational State of),2005,9274,12549,20176,15026,14654,6851,2131.0,4596,419.6,265.1,371.1,870.8,1100,4314,3223.0,601.3,1535.0,1321,722.2
679,Qatar,2005,12572,16159,14202,19449,19438,6778,1106.0,3763,470.8,133.6,125.5,427.6,500.6,878.4,2248.0,529.4,653.7,139.3,427.3
680,Bosnia and Herzegovina,2005,9344,13319,24091,17840,17592,6213,1554.0,3913,166.0,74.76,68.4,343.3,514.7,967.2,2539.0,234.9,869.3,111.3,244.0
681,Seychelles,2005,9110,12472,22706,14986,14877,7469,2423.0,5453,323.7,145.5,156.4,706.0,1344,1111,3576.0,476.1,1897.0,198.4,570.7
682,United Arab Emirates,2005,9592,12878,24102,16120,15479,7181,1895.0,4735,293.9,114.7,112.2,582.4,769.9,881.2,3013.0,436.2,1178.0,138.3,496.9
683,Georgia,2005,8982,12411,21772,16360,15249,6364,2507.0,4744,208.8,112.6,113.7,988.7,1293,2174,3439.0,461.4,1911.0,282.7,627.2
684,Comoros,2005,9649,12264,15016,12742,13244,7549,2659.0,5344,573.1,309.3,776.1,1128.0,1428,7001,3915.0,799.7,1977.0,2673,953.8
685,Austria,2005,5585,8760,42052,17799,12751,4149,1138.0,3022,243.0,58.39,64.15,304.2,449.8,415.3,1894.0,297.6,658.7,85.74,272.2
686,Oman,2005,13467,15875,15823,12239,13405,9292,2445.0,6870,409.2,134.0,138.4,840.5,989.6,1138,3854.0,698.9,1488.0,187.3,705.0
687,United States of America,2005,6653,9481,38064,16167,12596,4906,1692.0,3326,321.8,92.13,75.87,561.9,736.9,652.1,2407.0,500.7,1142.0,123.5,503.2
688,Botswana,2005,6881,6872,4476,4921,6257,6912,8384.0,7084,1143.0,346.1,624.4,7842.0,8699,2063,7606.0,2985.0,8498.0,2585,5822.0
689,Zambia,2005,7065,7148,4933,5146,6477,6971,7605.0,6787,1204.0,515.3,1145.0,5998.0,7090,6429,7156.0,2270.0,7594.0,4293,4174.0
690,Nepal,2005,9483,12702,18689,14548,14681,7011,2195.0,4727,459.2,314.6,550.0,903.1,1146,4937,3305.0,639.7,1568.0,1387,754.4
691,Suriname,2005,8875,12580,22657,13818,13106,7198,2903.0,4850,393.9,201.0,173.4,1274.0,1490,2355,3792.0,863.2,2014.0,306,1149.0
692,Maldives,2005,9225,14348,25535,17851,15161,6552,1151.0,3447,194.8,187.5,201.0,291.0,414.8,1863,2115.0,227.7,684.9,318.7,231.2
693,Jamaica,2005,6837,9940,38359,14729,12171,5019,1486.0,3121,161.2,180.9,161.1,658.4,866.6,1860,2198.0,318.6,1156.0,294.2,483.1
694,Uganda,2005,7883,8923,8256,7563,8756,7130,6616.0,6426,1187.0,634.0,1158.0,3471.0,4905,6738,6474.0,1495.0,5891.0,4174,2321.0
695,Bahrain,2005,12435,17941,15205,16942,18207,7103,1354.0,4180,285.7,116.0,146.0,475.1,587.4,992.8,2318.0,329.9,820.8,141.3,420.2
696,Ecuador,2005,6645,9529,32573,15989,13289,4814,1937.0,3796,567.1,241.2,215.1,997.0,1160,1971,2523.0,925.6,1502.0,339.1,986.5
697,Kuwait,2005,6733,9364,41013,15454,12173,4954,1225.0,3166,229.0,128.1,126.5,379.8,459.5,1163,1932.0,331.9,687.1,167.8,313.1
698,United Kingdom of Great Britain and Northern Ireland,2005,6415,9617,39215,17808,13976,4229,1167.0,2697,185.1,69.01,48.67,379.2,508.9,510.8,1804.0,253.7,747.4,87.83,280.5
699,Spain,2005,5385,8195,43930,17995,12553,3604,1172.0,2524,197.1,67.39,57.16,336.4,515.3,386.7,1736.0,242.7,769.4,86.97,247.1
700,Sri Lanka,2005,8509,12426,27043,15180,13711,5535,2268.0,4059,673.8,188.7,183.4,983.2,1273,1176,3246.0,780.2,1718.0,200,847.3
701,Paraguay,2005,7046,9513,35986,13743,12748,5247,1649.0,3664,364.6,252.7,183.3,693.4,865.3,2602,2580.0,576.1,1178.0,495.7,612.9
702,Singapore,2005,6638,9296,43070,16941,12584,4127,923.1,2636,118.4,63.56,48.84,229.9,363.1,288.7,1642.0,217.4,561.8,70.31,181.0
703,Luxembourg,2005,6014,9202,41217,17332,13364,4392,1181.0,2785,149.5,41.24,34.43,297.3,493,300.3,1885.0,302.6,662.0,61.35,285.6
704,Timor-Leste,2005,9124,12180,18699,14266,13929,6874,2236.0,4681,458.5,479.7,778.5,934.5,1181,6199,3350.0,652.7,1639.0,1557,782.7
705,Azerbaijan,2005,12076,15456,12805,13453,15905,8231,2318.0,6043,294.6,189.1,252.4,777.8,982.1,4270,3726.0,429.2,1430.0,804.5,557.1
706,Viet Nam,2005,9008,12196,23566,16669,15163,6475,2087.0,4468,385.7,200.9,266.0,663.7,918.1,1837,3140.0,511.9,1369.0,528.9,547.1
707,Finland,2005,5788,8429,41740,16954,12299,4302,1523.0,3318,183.9,51.44,75.76,424.5,618.6,309.9,2352.0,305.2,929.4,96.96,299.1
708,Guatemala,2005,7675,9345,23356,14466,12353,5914,3023.0,5175,879.5,287.7,291.7,1727.0,2183,3336,3629.0,1324.0,2638.0,831.9,1565.0
709,Romania,2005,9345,12439,20926,16754,15430,7014,2762.0,5191,283.4,138.1,151.8,568.3,891.7,1674,3847.0,291.6,1644.0,266.8,380.9
710,Italy,2005,5272,8255,45764,17542,12470,3539,922.4,2264,167.1,61.37,49.48,288.1,386.4,379.2,1444.0,260.3,595.9,64.93,276.6
711,Philippines,2005,9697,12507,18832,16103,14115,7469,2495.0,5278,387.3,233.0,250.5,984.9,1347,2585,3728.0,619.9,1799.0,778.9,790.6
712,Iceland,2005,5329,8344,45833,17888,12632,3502,826.2,2213,167.2,71.73,50.7,244.3,276,221,1294.0,291.8,491.8,83.71,241.4
713,Montenegro,2005,9549,12727,22740,16813,15925,7066,2011.0,5127,217.5,80.74,84.95,515.1,764.7,943.7,3263.0,396.1,1228.0,124.5,424.4
714,Sweden,2005,5761,8614,44046,18129,12836,3626,895.0,2399,130.2,50.41,50.73,246.2,349.8,244.3,1516.0,234.3,540.3,84.28,247.8
715,Chile,2005,6844,9657,38516,16863,12963,4826,1292.0,3046,262.5,95.53,85.07,516.2,646,787.3,1801.0,356.3,921.2,139.8,381.4
716,Kenya,2005,7533,8731,9452,8171,9037,6763,7086.0,6173,816.7,481.6,744.5,4184.0,5867,4986,6572.0,1229.0,6861.0,2841,2469.0
717,China,2005,8800,13580,21784,18422,16736,5764,1613.0,4086,283.7,142.7,171.3,549.7,854.7,2115,2745.0,361.1,1241.0,366.7,383.8
718,Côte d’Ivoire,2005,8536,9415,6962,7244,8850,7758,5941.0,6729,876.7,889.1,1302.0,3298.0,4482,8594,6319.0,1254.0,5409.0,4008,2132.0
719,Burundi,2005,8205,8696,5652,6379,8020,7590,5810.0,6732,1851.0,1256.0,2126.0,3608.0,4462,7800,6305.0,2679.0,5249.0,4684,2896.0
720,Germany,2005,6038,9142,40916,17530,13174,4291,1297.0,2942,156.7,59.49,53.69,286.9,421.3,386.4,2031.0,218.3,747.5,82.16,227.6
721,Norway,2005,5615,8736,43429,17697,13201,3698,980.6,2425,169.8,51.52,44.41,323.9,461.4,304.2,1549.0,344.0,602.2,72.97,294.9
722,Jordan,2005,9161,13278,25357,15865,16747,6610,1375.0,3722,242.9,172.7,201.8,446.0,604.9,2024,2229.0,331.1,904.1,362,365.9
723,Armenia,2005,9374,14072,19752,17214,16135,7429,1879.0,4785,210.9,86.04,94.58,585.9,883.7,2028,3264.0,240.3,1315.0,291.9,362.9
724,Guinea-Bissau,2005,9370,9848,5928,6955,8933,8649,5162.0,7399,921.7,346.3,1908.0,2586.0,3398,9101,6319.0,1365.0,4299.0,5613,1900.0
725,Algeria,2005,6332,9643,29008,22474,14121,4630,1371.0,2920,333.9,219.6,271.9,578.4,738.3,2941,2005.0,441.6,978.2,490.5,502.5
726,Republic of Korea,2005,6530,9336,38455,17698,14187,4497,1400.0,2643,155.8,74.43,85.14,377.5,556.1,508.4,1971.0,240.7,921.1,81.18,283.0
727,Cameroon,2005,8788,9933,7895,8119,9609,7734,4883.0,6438,799.1,837.5,1656.0,3062.0,3757,7844,5690.0,1425.0,4313.0,4940,2277.0
728,Mozambique,2005,7880,8905,7297,7081,8601,7092,5391.0,6241,980.8,879.3,1453.0,4187.0,4675,8708,5882.0,2009.0,4988.0,4510,3238.0
729,Eswatini,2005,4867,4403,1865,2564,3634,5499,8349.0,6256,1484.0,337.3,901.6,9561.0,9656,6956,7232.0,4406.0,8826.0,5017,8187.0
730,Namibia,2005,7454,7848,6308,6473,7694,7048,7534.0,6790,843.1,519.6,752.7,5822.0,7248,4289,7000.0,1965.0,7525.0,3060,3826.0
731,South Africa,2005,6449,6410,8849,7282,6631,5843,6103.0,5778,889.8,464.8,721.3,7751.0,7638,4911,5859.0,2708.0,6949.0,3107,5658.0
732,Cameroon,2000,8869,10002,7466,7952,9568,7776,4531.0,6428,844.5,841.4,1737.0,2836.0,3329,9060,5537.0,1500.0,3884.0,5675,2162.0
733,Nigeria,2000,8591,10594,10018,9512,10908,6992,3268.0,5286,638.4,839.8,1702.0,1754.0,2242,11183,4206.0,914.5,2712.0,7336,1303.0
734,Dominican Republic,2000,6190,9066,37739,12678,10025,5199,2122.0,3215,330.4,209.9,266.5,1229.0,1478,3368,2773.0,639.2,1758.0,772,943.7
735,Burundi,2000,6972,6718,3134,4021,5641,6990,6359.0,6683,2067.0,1784.0,3348.0,4726.0,5583,10029,6545.0,3310.0,6069.0,6098,3922.0
736,Bulgaria,2000,10052,13565,17559,17232,16639,7372,2463.0,5303,300.6,126.7,160.5,643.8,940.6,1364,3672.0,385.4,1553.0,260.2,407.7
737,Maldives,2000,10059,14178,19911,16060,15459,7472,1488.0,4699,219.4,213.5,259.7,417.7,664.1,3376,3189.0,327.5,953.4,726.5,327.6
738,Rwanda,2000,8522,8488,4218,5308,7384,8133,5601.0,7281,950.3,1804.0,2972.0,3131.0,3975,10060,6544.0,1534.0,4836.0,6948,2310.0
739,Algeria,2000,6435,10065,22008,26910,13860,4848,1482.0,3035,428.7,265.0,346.0,723.8,877.2,3641,2115.0,592.4,1119.0,572.8,676.9
740,South Africa,2000,7626,8696,10082,8851,7800,7194,5366.0,6265,951.8,359.6,603.2,5418.0,5486,4631,5944.0,2501.0,5227.0,2484,4516.0
741,Germany,2000,7092,10088,37273,17252,13635,4627,1443.0,3203,223.5,64.16,56.82,347.6,530.8,435.7,2128.0,305.0,913.4,96.1,286.2
742,Eritrea,2000,10139,10091,5277,6616,8897,9621,5823.0,8430,1166.0,696.9,1082.0,2947.0,3768,6345,7158.0,1843.0,4766.0,3030,2304.0
743,Belgium,2000,6732,10103,36147,17978,13982,4430,1464.0,3207,269.0,82.06,50.09,458.9,597.2,484.8,2171.0,433.3,908.2,119.4,382.8
744,Israel,2000,6878,10103,37799,18240,14034,4229,1104.0,2669,230.6,74.43,75.23,362.4,538.4,557.5,1683.0,280.7,707.7,131.6,303.2
745,Myanmar,2000,10566,12017,9891,10116,11799,9001,3795.0,6985,789.2,533.9,1335.0,1628.0,2068,6350,5387.0,1117.0,2859.0,2412,1351.0
746,Comoros,2000,10132,12339,12315,11659,12765,8204,3066.0,5993,640.1,338.0,853.8,1266.0,1620,7267,4473.0,893.3,2265.0,2844,1065.0
747,Democratic People's Republic of Korea,2000,11239,13287,10150,12677,14235,9152,3269.0,6727,632.5,393.9,590.6,1120.0,1526,4623,4812.0,867.1,2223.0,1544,931.1
748,Madagascar,2000,10450,12040,9426,10160,11896,8738,3569.0,6664,719.8,910.0,1495.0,1464.0,1892,6754,5099.0,1025.0,2647.0,3833,1218.0
749,Guinea,2000,9145,10946,9156,9322,10884,7599,3383.0,5800,805.1,860.6,1787.0,1739.0,2129,10161,4579.0,1131.0,2667.0,6470,1435.0
750,Luxembourg,2000,6960,10177,37016,17726,13798,4622,1365.0,3144,196.2,57.06,44.1,410.1,498.4,383.6,1978.0,328.7,859.1,76.98,360.1
751,Barbados,2000,7330,10194,31140,16667,13663,5512,1936.0,3769,422.6,149.1,98.9,960.7,1115,1485,2822.0,556.9,1326.0,139.8,713.3
752,Somalia,2000,9798,9601,4323,5751,8098,9423,5117.0,8308,1016.0,921.8,2102.0,2040.0,2701,10210,6869.0,1395.0,3802.0,6862,1662.0
753,Guyana,2000,10839,11535,12457,11280,10212,8674,4142.0,8349,662.2,223.4,199.2,2270.0,2625,4004,5420.0,1275.0,2930.0,927.3,1975.0
754,Chad,2000,8927,10220,7139,7876,9692,7739,3875.0,6174,860.5,985.6,2160.0,2043.0,2566,10294,5036.0,1226.0,3169.0,8404,1614.0
755,Tonga,2000,10230,12891,20660,14045,14283,7978,2843.0,5525,326.4,186.6,242.9,930.2,1191,1691,3811.0,445.3,1961.0,260,500.3
756,Kazakhstan,2000,11758,12501,10494,10237,11610,9821,4215.0,7612,628.8,230.2,236.4,1910.0,2331,4119,5759.0,1166.0,3141.0,623.5,1606.0
757,Democratic Republic of the Congo,2000,9131,10264,7228,7880,9682,8022,4357.0,6544,860.2,906.8,1717.0,2255.0,2875,10915,5475.0,1231.0,3589.0,5361,1709.0
758,Cyprus,2000,6390,10286,35171,21608,15193,3570,844.3,2490,280.5,83.13,111.9,371.3,407.3,573.2,1324.0,365.9,489.9,87.36,354.4
759,Cambodia,2000,9945,11579,10362,10297,11644,8307,3629.0,6308,698.4,455.9,1120.0,1841.0,2227,8604,4875.0,1082.0,2860.0,2637,1529.0
760,United States of America,2000,7562,10299,35566,15725,13255,5228,1652.0,3585,336.8,99.48,77.48,540.3,776.6,749.1,2363.0,460.6,1149.0,124.9,450.2
761,Belarus,2000,10342,12212,16676,13411,13438,8570,3647.0,7109,380.1,150.2,121.0,1435.0,1874,936.1,4934.0,836.3,2553.0,294.5,1080.0
762,Niger,2000,8465,10349,8656,8753,10367,6916,2908.0,5193,628.4,1319.0,2631.0,1355.0,1739,9873,3972.0,803.5,2227.0,12768,1075.0
763,Trinidad and Tobago,2000,10355,11746,21223,13468,14022,7108,2554.0,5382,364.1,182.4,161.2,1216.0,1582,2541,4055.0,713.9,2020.0,346.6,959.0
764,Solomon Islands,2000,11492,12381,7720,9831,11902,10378,5139.0,8583,723.5,265.0,332.2,2027.0,2718,2651,6704.0,1235.0,3813.0,536.4,1570.0
765,Papua New Guinea,2000,10379,12343,12841,11780,12806,8523,3376.0,6359,650.6,442.4,687.9,1459.0,1861,5258,4789.0,968.9,2545.0,1749,1182.0
766,Ghana,2000,9597,11451,10802,10401,11630,7967,3941.0,6158,686.4,645.7,1078.0,2126.0,2658,6371,5039.0,1093.0,3273.0,3503,1580.0
767,Mali,2000,8567,10404,9499,9250,10551,7029,3229.0,5338,773.3,830.7,1809.0,1765.0,2155,10627,4246.0,1107.0,2608.0,8776,1435.0
768,Portugal,2000,6705,10410,33063,18567,14923,4412,1638.0,3011,314.4,115.5,109.1,741.6,888.9,578,2150.0,471.0,1167.0,174.3,561.4
769,Greece,2000,6195,10415,35782,19926,14684,4093,1153.0,2713,236.4,67.33,62.99,356.6,493.7,531.6,1809.0,358.8,704.8,70.46,348.2
770,Benin,2000,9238,11297,10429,9978,11485,7584,3411.0,5766,673.5,870.2,1839.0,1717.0,2150,8768,4517.0,977.7,2715.0,5274,1311.0
771,Kiribati,2000,10866,10429,3788,6056,8742,10807,6771.0,9964,1056.0,443.0,689.9,2584.0,3558,5333,8426.0,1698.0,4970.0,1779,2038.0
772,South Sudan,2000,8692,10759,10434,9756,11132,7030,3012.0,5257,703.0,949.8,2213.0,1580.0,1937,10787,4062.0,1028.0,2391.0,7004,1275.0
773,Lao People's Democratic Republic,2000,10449,11904,9296,9852,11603,8874,3659.0,6809,776.3,811.6,1357.0,1467.0,1903,8041,5210.0,1062.0,2695.0,3002,1229.0
774,Russian Federation,2000,10456,11578,13383,11461,11622,8845,4653.0,7569,764.6,225.3,229.9,2054.0,2596,1473,6012.0,1543.0,3464.0,291.7,1780.0
775,Armenia,2000,10457,13295,22559,15425,14371,6767,1921.0,4602,224.7,86.02,95.5,635.6,863.3,3110,3259.0,315.0,1199.0,396.7,418.3
776,Uruguay,2000,8297,10457,30952,15857,13463,5978,1947.0,4370,328.5,103.9,99.28,587.0,812.9,1419,2970.0,498.7,1165.0,229.9,463.2
777,Pakistan,2000,10460,12201,10506,10826,12317,8625,3388.0,6476,671.3,420.9,575.1,1379.0,1782,8553,4890.0,971.1,2504.0,2304,1148.0
778,Togo,2000,9004,10577,9196,8994,10478,7710,4412.0,6252,753.0,692.5,1556.0,2747.0,3332,7449,5345.0,1277.0,3896.0,4356,1972.0
779,Cuba,2000,7497,10481,35138,15737,13129,5238,1678.0,3661,262.8,142.3,132.7,599.1,740.4,635.4,2691.0,416.5,1186.0,180.5,455.5
780,Equatorial Guinea,2000,9217,10675,8792,8950,10488,7846,3802.0,6174,725.7,843.3,1759.0,1999.0,2466,10704,5000.0,1120.0,3090.0,4815,1534.0
781,Ukraine,2000,10517,12273,14980,13097,13041,8611,4070.0,6870,450.8,178.0,192.3,1575.0,2148,1542,5299.0,839.1,2954.0,264.5,1099.0
782,Tajikistan,2000,10541,13347,16360,14446,12475,7714,2269.0,4923,378.6,207.4,230.6,1041.0,1212,6655,3501.0,618.4,1624.0,1620,837.7
783,Afghanistan,2000,10553,11003,6123,7573,9950,9651,4642.0,8017,1013.0,320.8,540.6,1988.0,2547,9104,6362.0,1545.0,3473.0,3865,1729.0
784,Haiti,2000,9078,10576,9527,9359,10648,7767,4664.0,6277,693.3,690.4,1119.0,2803.0,3542,7474,5420.0,1227.0,4129.0,2950,2057.0
785,India,2000,10580,13290,10761,12776,14620,7348,2674.0,5663,788.2,509.7,827.3,1384.0,1624,6670,3762.0,1081.0,1891.0,2486,1264.0
786,Gabon,2000,9794,10755,8896,8978,10583,8627,4936.0,7180,710.3,747.6,839.2,2703.0,3327,5491,6076.0,1294.0,4089.0,2994,1979.0
787,Jamaica,2000,8073,10608,32326,13875,13027,5837,1866.0,3914,271.6,191.6,174.6,979.3,1179,1826,2753.0,519.0,1460.0,326.5,793.4
788,Netherlands,2000,7214,10629,35113,18623,14783,4560,1262.0,3019,193.5,68.08,64.71,296.0,442.3,515.7,1856.0,245.6,770.1,111.6,232.7
789,Samoa,2000,10632,12668,16376,13236,13977,8615,3307.0,6482,505.2,207.5,237.1,1201.0,1610,1856,4690.0,807.4,2319.0,306.5,966.9
790,Singapore,2000,8048,10634,34907,17721,15305,5048,1077.0,2860,134.7,79.47,59.93,315.7,485.6,398.2,1681.0,250.8,684.5,91.22,219.8
791,Saudi Arabia,2000,10659,13525,18213,14888,15364,7931,2454.0,5528,394.7,178.6,206.8,761.5,1066,1943,3766.0,551.7,1618.0,323.7,627.5
792,Mauritius,2000,10680,12917,20039,14394,14203,8481,2592.0,5766,281.0,157.3,120.9,690.0,1100,1647,3958.0,393.4,1777.0,220,583.7
793,Lithuania,2000,8475,10687,25064,15601,12732,6625,3206.0,5404,435.8,129.2,130.3,1170.0,1399,839,4206.0,757.8,2025.0,270.1,844.4
794,Liberia,2000,8943,10707,9264,9314,10732,7414,3431.0,5674,730.3,886.4,1430.0,1824.0,2246,11960,4531.0,1054.0,2777.0,5651,1430.0
795,Venezuela (Bolivarian Republic of),2000,7277,10715,32338,15364,12863,5081,1916.0,3319,656.4,204.3,177.5,946.9,1048,1829,2597.0,1018.0,1362.0,319.8,967.5
796,Honduras,2000,8087,10721,26049,13549,13097,6231,2544.0,4537,505.9,225.8,338.2,1316.0,1631,2938,3351.0,977.6,2075.0,679.1,1147.0
797,Vanuatu,2000,11496,12663,9338,10725,12521,9967,4658.0,7982,692.0,254.1,312.9,1822.0,2451,2405,6198.0,1164.0,3433.0,473.7,1444.0
798,Fiji,2000,12849,14741,9473,11135,13421,10731,3684.0,7701,539.2,374.7,409.3,1043.0,1567,1974,6019.0,797.5,2304.0,343.2,892.0
799,Gambia,2000,9713,11595,11454,10764,11868,7978,3389.0,5988,634.6,710.0,1254.0,1634.0,2062,6320,4637.0,961.0,2696.0,5080,1261.0
800,Guinea-Bissau,2000,9385,9759,5303,6525,8669,8652,4756.0,7395,955.9,479.1,2031.0,2323.0,2956,10779,6164.0,1370.0,3834.0,6872,1793.0
801,Djibouti,2000,9629,11628,11605,10786,11982,7887,3553.0,5993,663.2,693.6,1299.0,1917.0,2346,7647,4748.0,1061.0,2905.0,2181,1476.0
802,Brazil,2000,8372,10796,26178,15694,13585,5992,2235.0,4338,518.9,175.2,149.0,962.4,1218,2946,3125.0,783.3,1667.0,436.1,830.6
803,Argentina,2000,8185,10879,29988,15692,13766,6002,1934.0,4244,368.0,141.5,125.7,659.8,829.3,1676,2917.0,502.5,1258.0,262.5,569.8
804,Latvia,2000,9612,10896,21084,14493,13110,7521,3278.0,5952,396.3,162.2,187.7,1169.0,1600,1266,4831.0,783.3,2477.0,281.1,900.6
805,Malaysia,2000,10924,13813,19990,15153,17312,7354,1875.0,4917,402.7,177.5,154.5,714.8,912.5,818,2972.0,516.5,1279.0,142.6,571.0
806,Suriname,2000,9853,10971,23442,13460,12489,7341,2999.0,5084,484.5,209.8,188.8,1366.0,1468,2752,3579.0,820.6,2169.0,379.3,944.2
807,France,2000,5999,8431,43221,15688,11851,4170,1620.0,2997,239.7,79.3,63.11,452.9,658.7,449.2,2216.0,342.6,1061.0,100.2,360.6
808,Switzerland,2000,5702,8332,43238,18035,12568,3812,1002.0,2610,191.8,84.64,56.17,332.8,465.2,490.3,1624.0,332.0,678.4,89,356.3
809,Nepal,2000,9575,12553,16615,13538,13974,7278,2442.0,5052,514.1,415.9,829.3,1006.0,1284,5865,3632.0,708.8,1769.0,2101,845.7
810,Republic of Korea,2000,7259,11110,30550,18667,14851,5282,1711.0,3818,229.2,101.7,123.6,489.6,752.8,723.4,2373.0,315.7,1170.0,105.3,366.5
811,Bosnia and Herzegovina,2000,9298,13717,26875,14680,16839,6529,1571.0,4168,182.1,83.77,82.04,404.7,582.3,774.7,2527.0,231.8,1012.0,121.7,320.5
812,Uzbekistan,2000,12045,13822,12865,12565,13411,8859,2654.0,6225,401.1,233.1,258.8,1115.0,1280,5439,4392.0,682.4,1832.0,1012,908.9
813,Philippines,2000,9289,12720,18743,15929,14106,7535,2398.0,5059,387.6,257.4,289.1,1015.0,1331,2869,3961.0,639.6,1756.0,909.6,805.9
814,Bolivia (Plurinational State of),2000,9503,12467,17543,13808,13895,7247,2406.0,4999,505.6,299.3,443.7,1016.0,1276,5650,3592.0,713.8,1771.0,2011,852.9
815,Estonia,2000,9222,11792,22091,14158,12929,7352,3686.0,5991,337.9,151.5,155.8,1017.0,1482,894.3,4495.0,695.4,2561.0,243.1,746.3
816,Oman,2000,14021,16472,13204,11851,14656,9406,2472.0,6690,511.7,154.4,167.2,829.0,1017,1433,3879.0,768.8,1507.0,240.5,720.9
817,Italy,2000,6097,9358,40582,18482,13338,3935,1018.0,2541,205.2,76.76,62.5,345.4,478,455.3,1663.0,296.5,668.5,76.84,320.6
818,Mexico,2000,7555,9436,35267,13623,11926,5784,1864.0,3953,351.8,167.0,150.6,769.8,1023,2388,2779.0,521.3,1342.0,459.1,639.5
819,Republic of Moldova,2000,11749,13103,11888,12724,14991,9444,3568.0,7410,348.1,195.7,217.9,1023.0,1568,2696,4952.0,530.3,2270.0,589.9,732.6
820,Costa Rica,2000,6184,9517,40353,16468,12994,4177,1285.0,2643,312.2,125.8,91.86,503.5,617.8,1025,1647.0,415.8,950.6,177.6,511.0
821,Jordan,2000,9697,13251,23394,15346,16583,6967,1576.0,4163,276.7,205.8,247.4,509.7,702,2286,2525.0,383.9,1027.0,438.2,422.3
822,Australia,2000,5905,9082,43146,17003,12890,3637,972.6,2374,270.5,76.35,64.99,446.8,543.1,511.7,1476.0,367.2,708.3,103.3,421.6
823,New Zealand,2000,6837,9702,39585,16715,13398,4270,1140.0,2830,304.2,103.3,87.24,456.8,489.5,627,1728.0,373.5,751.3,154.4,446.7
824,Norway,2000,6383,9898,37819,18738,14048,4095,1095.0,2718,278.5,58.82,67.9,439.2,573.3,379.8,1798.0,359.4,755.1,103.7,392.1
825,Chile,2000,6996,9850,34932,17896,13777,4931,1364.0,3399,257.5,107.4,103.8,540.7,705.1,958.6,2213.0,371.8,966.4,161.8,467.1
826,Malawi,2000,6280,6505,4042,4423,5760,6181,6867.0,6119,1032.0,657.0,1407.0,6140.0,7085,9996,6537.0,2279.0,7097.0,7229,4363.0
827,Kyrgyzstan,2000,11031,12046,14956,12861,12479,8499,3363.0,7090,363.5,212.2,227.0,1372.0,1841,4186,4553.0,725.6,2422.0,740.1,1035.0
828,Bahrain,2000,15282,17458,8267,14869,20602,9252,1597.0,4910,284.5,138.3,178.9,584.8,672.5,1100,2714.0,431.0,1038.0,162.8,458.8
829,Cabo Verde,2000,8168,11201,27510,13943,13199,5015,2476.0,3782,426.9,211.3,229.8,1342.0,1741,3305,3014.0,683.0,2010.0,702,1039.0
830,Spain,2000,5922,8839,41311,17550,13151,3958,1239.0,2636,228.8,84.74,77.43,444.9,628,448.8,1835.0,307.9,890.4,104.4,344.3
831,Bhutan,2000,9239,12339,17722,13934,14077,6900,2321.0,4727,576.0,356.2,897.4,1041.0,1294,5849,3395.0,747.1,1711.0,1978,894.3
832,Timor-Leste,2000,8884,11700,16694,13165,13131,6774,2325.0,4688,539.3,549.0,967.8,1044.0,1289,9078,3412.0,770.6,1735.0,2354,901.4
833,Sweden,2000,6090,9326,40735,18499,13686,3999,1048.0,2534,176.7,66.73,48.46,258.3,406.6,344,1624.0,253.6,606.9,49.16,246.8
